temperature,humidity,load_pct,demand_spike_rate,time_risk,event_flag,stress_score
36.74172213925252,49.6817760138721,0.6241844910800192,0.29980214623743207,0.7299983109899704,0,38.70660180963285
47.112857515378494,53.671782968751074,0.599747257738842,0.44804806350755655,0.18451199559871156,0,56.500942515090074
43.17589095260529,72.72736966010902,0.5056923475017161,0.33760006839379986,0.3466396943698862,0,55.19557850621684
40.77585271554666,47.00021930299461,0.7643600020608927,0.04998154986707783,0.6632806368578182,1,47.91448738551581
32.808335527963855,73.48248424060856,0.6859744963051773,0.11134814207013323,0.48208934452447993,0,36.22367723342019
32.807901366051645,34.406721548834575,0.9194205953944022,0.13159691041855148,0.7385710386348938,0,50.53237277318592
31.04550501902759,68.83992186043153,0.41926574828923496,0.15471855218690692,0.9612079012228597,0,24.3751798396571
45.591170623948834,72.37738165273682,0.7863207565330759,0.33924203517030255,0.1165466877151975,0,65.51698928614364
40.82007021137776,39.09088264186694,0.8577693271069367,0.30237946789523606,0.7095677163980609,0,53.027342216457896
42.745306400328815,51.51732661861002,0.8556919415129842,0.12189602301852535,0.23034415563211452,0,47.05089083997197
30.370520897324443,38.27498873318278,0.9316443802573151,0.04053290607341224,0.41447672740756925,1,48.05118990176463
47.458377338915895,65.33020644971089,0.8374202456976965,0.10285932268483085,0.032862725795139824,0,54.6038122743137
44.98396753440759,56.76738840308283,0.9566860369886178,0.590628787571162,0.13590738229269894,0,59.48607480183926
33.82210399220897,61.76616733541605,0.5995939598925348,0.28112816987488337,0.3197772890488997,0,40.12636953431124
33.27284940972781,39.824348347810556,0.7019256500509259,0.5204073028212675,0.34198580528798495,0,41.95241945350388
33.30128117736181,40.587293102620976,0.4084477979697344,0.5092514800013059,0.8995852164620958,0,37.292416333431916
35.47636037327168,32.07486627549532,0.40417455238197475,0.3069117344777242,0.7418129092665151,1,37.90184552620405
39.44561576938028,46.103376759786485,0.544075972270912,0.4240126250763261,0.9721829681870411,0,40.205274192601465
37.775010335558086,57.98723306668374,0.46048431828345116,0.11565120624762737,0.5990715103352405,1,34.210046214409466
35.242124523564755,72.89674569986644,0.5561268207614521,0.41303802295614495,0.24171373209131797,0,46.21930141497389
41.01335210500283,63.346372372934034,0.5062259767170385,0.1634307475579737,0.32765502992164286,0,41.06477183637025
32.510889491736755,51.76981616998757,0.41711201490318894,0.4992372580524904,0.3198359232919671,0,28.251996685649818
35.25860367363393,77.65600571970688,0.9455824878436296,0.050234479865345946,0.3264943276632516,0,45.979579661324635
36.59451317928645,65.96226002879159,0.4049338788333349,0.4638832037311665,0.6729641731118157,0,36.6573549016505
38.20925971590665,76.5082601431275,0.8416492866022512,0.05996214394117172,0.5308079280904162,0,48.89430118598827
44.133167305074245,56.379398663608285,0.49128873215170993,0.5287135421365854,0.3854241780866443,0,46.695123925182074
33.594128078850474,42.94521373965698,0.94733777319976,0.18252271088100222,0.1490897687287166,0,44.602212137685235
39.25621989144501,32.6413343182361,0.9356775637539315,0.3926360188983448,0.022139162942145907,1,49.38869852040847
40.66346223951676,66.30424257419253,0.7923406878215544,0.2925013671721679,0.2188346775876926,0,48.84505242122476
30.83610742895996,36.06514990027671,0.8033404898803631,0.21978188715740338,0.10747140396868127,0,37.27475648963616
40.93580733422589,45.13875641359836,0.40320348518181315,0.3872650999100979,0.7854450308522394,0,27.45626463677467
33.06943422637125,56.62354539419487,0.9909229396681613,0.5685137883307427,0.11249795781388539,0,55.21301384999791
31.17092867373503,58.22082938898738,0.9266995621454887,0.024761848424773112,0.7242282373068362,0,49.16092115517783
47.079939670559995,60.0291598493568,0.9370637354380552,0.5513117135298625,0.38565868977608264,1,65.00429378944489
47.38137659534207,38.31276651748503,0.7955467222305233,0.3654489930126081,0.07337838974377597,0,46.470299261258134
44.5511522660963,48.98687024108244,0.6068721571927219,0.48438858046143135,0.8127300494315858,0,47.236142975077755
35.48304784512067,60.85971135584833,0.9361891894542885,0.23032497206056654,0.5796305702366134,0,55.54534309341656
31.75809805211491,78.49094323168924,0.5749101568907155,0.2831057849025682,0.23576151286357305,0,34.022831096704934
42.31619447721882,66.38155688498443,0.7376269260053216,0.5213104510806984,0.8946811743326679,0,63.65486847509478
37.922744887312824,76.1301878546979,0.45983858340632944,0.24890878188589383,0.04525831387055146,0,36.18491051072095
32.19668822720602,68.11060291570885,0.9531733780796501,0.320795740049451,0.2018196081977629,1,56.26319468897436
38.91318438200287,59.58584844462003,0.484462274662728,0.012116953850599743,0.752046927805861,0,35.823395276998575
30.61899338007393,39.60116845681723,0.5349380834382443,0.09515880350282536,0.7093779303098892,0,26.352175208006933
46.36776723741808,63.334282594625655,0.734880494876929,0.38501190478487984,0.28927169372447803,0,58.00505846274903
